actual_rating,predicted_rating,residual
7.0,6.4946923,0.505307674407959
4.87,4.8619003,0.008099670410156357
7.04,6.6807795,0.3592205429077149
8.29,7.9002604,0.3897395515441886
6.49,6.4729085,0.01709150314331076
8.08,8.179955,-0.09995452880859368
7.88,7.2123747,0.6676253128051757
6.46,6.322541,0.13745876312255856
6.67,6.603015,0.06698505401611321
8.09,7.620575,0.46942504882812486
6.38,6.5711594,-0.19115936279296886
7.28,6.9102216,0.3697784233093264
5.75,6.3289623,-0.5789623260498047
6.68,6.300649,0.379350833892822
4.85,5.8427505,-0.9927505493164066
6.67,6.9181104,-0.2481103706359864
6.15,5.904006,0.24599399566650426
6.04,6.1826406,-0.14264055252075192
6.73,6.5618086,0.16819141387939496
6.67,6.507112,0.16288797378540032
6.01,6.2314363,-0.22143625259399435
4.77,5.995631,-1.2256312179565434
7.14,6.87361,0.2663899803161618
6.37,6.0496945,0.32030546188354503
4.0,4.5861125,-0.5861124992370605
6.58,6.5783415,0.0016585159301758523
5.96,5.862943,0.09705682754516598
6.18,6.130692,0.04930799484252901
6.18,6.6523204,-0.47232038497924833
6.01,6.01425,-0.004249801635742401
6.16,6.336797,-0.1767972373962401
5.12,5.0435004,0.07649957656860362
4.08,4.607846,-0.5278457832336425
5.08,5.3179326,-0.23793260574340813
5.36,6.3732085,-1.0132085227966305
5.78,7.1259413,-1.3459412765502927
5.84,5.959789,-0.11978879928588881
6.46,6.3742104,0.08578964233398434
6.64,6.0013795,0.638620510101318
6.91,6.380097,0.5299030876159669
4.65,5.4827466,-0.832746601104736
6.21,5.798304,0.4116959190368652
5.91,6.8226433,-0.9126432800292967
5.6,5.6419997,-0.041999721527099965
6.3,6.163475,0.13652496337890607
6.53,6.124933,0.4050672340393069
6.14,6.4042335,-0.2642334556579593
6.74,6.5823894,0.15761064529418967
5.95,5.632581,0.3174187660217287
6.44,5.970188,0.46981185913085977
6.12,5.3240495,0.7959505271911622
6.59,7.0638466,-0.47384658813476577
6.4,6.7446623,-0.34466228485107386
5.45,6.6143074,-1.164307403564453
7.28,7.135931,0.1440689849853518
7.35,7.15099,0.19900999069213832
5.31,5.757077,-0.44707721710205117
7.44,7.2488976,0.19110244750976602
4.91,5.073414,-0.16341384887695298
5.14,5.047375,0.0926247978210446
4.9,5.394725,-0.4947248458862301
5.79,5.3718324,0.4181676292419434
7.06,6.8827157,0.17728429794311484
8.36,7.780357,0.5796431159973139
6.02,5.8701053,0.14989473342895465
6.72,6.55089,0.16911003112792944
5.74,5.69243,0.047569980621338104
6.76,6.7779636,-0.017963638305664276
6.61,6.4482446,0.1617554283142093
6.74,6.6768827,0.063117256164551
6.63,6.138677,0.49132287979125966
6.33,6.363386,-0.033386154174804616
8.91,8.327777,0.5822230911254884
5.12,5.046729,0.07327091217041026
6.29,6.8639584,-0.5739583587646484
6.36,6.353792,0.006207809448242507
6.52,6.7554407,-0.23544071197509808
7.35,6.9179296,0.4320703506469723
5.12,5.5163484,-0.39634836196899403
6.23,5.7962494,0.4337506103515629
7.72,7.3479056,0.3720943641662595
6.88,6.968239,-0.08823883056640636
5.96,6.4968004,-0.5368004226684571
5.91,5.8199873,0.09001270294189467
6.53,6.452664,0.07733610153198267
6.9,6.6093774,0.29062261581420934
5.67,5.3086433,0.3613566589355468
5.37,5.568616,-0.19861591339111317
5.98,5.744805,0.23519514083862347
7.24,7.554562,-0.31456209182739236
7.48,7.697165,-0.21716501235961871
7.71,7.624477,0.08552309036254879
5.45,5.6677947,-0.21779470443725568
7.96,7.8901505,0.06984945297241207
8.57,7.931485,0.6385148239135745
6.98,6.621615,0.3583850669860844
5.6,5.8565683,-0.25656833648681676
4.95,4.9072824,0.04271764755249041
7.02,6.6014986,0.4185013961791988
6.34,6.0119615,0.32803853988647447
6.11,6.5559897,-0.4459897422790524
7.39,7.146215,0.24378503799438445
6.58,6.19232,0.3876801300048829
4.27,4.2361026,0.03389741897582965
6.02,5.343317,0.676682968139648
7.26,7.0897803,0.1702196693420408
5.38,5.1310196,0.24898040771484364
5.73,5.4333615,0.29663846969604535
5.78,5.8451004,-0.065100402832031
6.03,6.204888,-0.1748878669738767
6.73,6.614273,0.11572692871093793
7.98,7.349545,0.6304549980163578
7.68,7.1460595,0.5339404869079587
5.26,5.6970625,-0.4370624923706057
7.24,7.6802225,-0.4402225112915037
4.54,5.3071074,-0.7671074485778808
5.87,5.4333315,0.4366685104370118
7.23,7.0807257,0.14927433013916058
6.8,6.7657056,0.034294414520263494
6.45,6.5165706,-0.06657056808471662
7.75,7.8749533,-0.1249532699584961
6.82,6.0859966,0.7340033721923831
6.68,6.06073,0.6192700195312497
6.17,5.4196005,0.7503995132446288
6.03,6.2769136,-0.24691364288330053
7.87,7.270113,0.5998870086669923
6.06,5.9935303,0.06646972656249961
5.79,5.6814365,0.10856346130371097
6.52,6.3522687,0.16773130416870075
7.33,7.2402506,0.08974941253662116
6.47,6.4009953,0.06900474548339819
5.66,5.7998395,-0.13983949661254869
6.67,6.954704,-0.2847038078308106
5.28,5.249567,0.030432968139648686
4.95,5.157293,-0.20729284286499006
7.32,7.4164376,-0.09643762588500948
6.14,5.809344,0.33065618515014616
4.85,6.359614,-1.5096138954162601
6.37,6.3616567,0.008343334197998153
7.55,7.154627,0.39537315368652326
4.96,5.1511664,-0.19116643905639652
7.33,7.116065,0.21393497467041023
5.28,5.110542,0.1694581794738772
6.69,6.936568,-0.2465677833557125
7.2,6.926595,0.27340478897094744
5.91,5.573019,0.3369809722900392
5.06,4.926478,0.13352209091186484
6.99,6.398094,0.5919058227539065
7.51,6.894187,0.6158130264282224
3.91,4.590911,-0.6809109115600585
6.3,6.1006217,0.1993782997131346
5.94,6.8384333,-0.8984332656860348
7.72,7.7221246,-0.0021245765686037643
6.6,5.7537336,0.8462663650512692
5.08,5.138023,-0.058022899627685476
7.22,7.523932,-0.3039319801330569
6.24,6.111174,0.12882589340209982
5.27,4.6790943,0.5909056854248043
6.89,7.1604376,-0.27043758392334016
5.28,5.3986707,-0.11867067337036108
5.24,5.0675426,0.17245744705200217
7.45,7.0605054,0.38949460983276385
6.04,5.426055,0.6139450454711914
6.92,6.913181,0.006819171905517507
6.31,6.5222855,-0.21228546142578164
7.63,7.3968973,0.233102684020996
6.33,5.10904,1.2209602165222169
4.07,5.3212576,-1.2512575912475583
6.16,5.938075,0.22192493438720717
7.12,7.068732,0.051268215179443466
8.25,7.9343987,0.3156013488769531
6.55,6.869931,-0.31993122100830096
6.77,6.6204357,0.1495642852783199
7.39,6.705048,0.6849519157409665
6.7,6.7301564,-0.030156421661376775
5.69,5.325218,0.36478179931640664
7.27,6.734424,0.5355758857727047
7.75,6.9122877,0.837712287902832
4.66,5.6870947,-1.0270946884155272
5.25,5.2117186,0.03828144073486328
5.7,5.1794066,0.5205933570861818
7.73,7.831919,-0.10191919326782184
7.27,6.124219,1.1457810592651363
6.76,6.3299747,0.43002534866332986
5.49,5.5688868,-0.07888675689697244
5.65,5.5276327,0.12236728668212926
6.03,6.378776,-0.3487760734558103
6.13,6.3585405,-0.22854053497314464
4.75,4.968542,-0.21854209899902344
7.91,6.9747477,0.9352523422241212
6.18,6.6986923,-0.518692321777344
6.7,5.8291793,0.8708207130432131
7.32,7.5254416,-0.20544164657592745
6.58,6.0312867,0.5487132835388184
5.69,5.572322,0.11767810821533242
5.68,5.472752,0.2072479057312009
6.31,6.2049904,0.10500961303710898
7.0,6.950947,0.049053192138671875
4.17,4.3297515,-0.15975149154663093
7.16,6.448601,0.7113992309570314
6.41,5.9675937,0.4424063301086427
5.74,5.7965674,-0.05656744003295877
5.76,5.469981,0.2900188064575193
6.05,6.2123566,-0.16235656738281268
7.07,7.068983,0.0010169219970705967
6.66,6.8023624,-0.14236244201660142
7.22,7.1615205,0.05847951889038061
6.7,6.5068502,0.19314975738525408
6.46,6.1237545,0.3362454986572265
6.15,6.1760807,-0.026080703735351207
6.47,6.1013737,0.3686263275146482
6.98,6.6607027,0.31929729461669965
7.25,7.4659376,-0.21593761444091797
7.11,7.47906,-0.36906017303466765
5.85,5.5231447,0.32685527801513636
7.87,7.8270416,0.04295837402343761
5.38,6.262862,-0.8828622055053712
6.68,6.5467725,0.1332275199890134
7.5,7.438661,0.06133890151977539
7.35,7.0677094,0.2822905540466305
5.6,5.064103,0.5358968734741207
5.77,6.1620917,-0.3920917320251469
8.38,7.742106,0.6378940391540535
6.95,6.9278255,0.02217454910278338
6.72,7.0404305,-0.320430545806885
6.18,6.212105,-0.032104797363281534
7.3,7.309407,-0.009407234191894709
6.79,7.1102467,-0.3202466583251953
5.93,6.4796667,-0.5496667098999026
6.55,6.4574747,0.09252529144287092
7.31,6.8922033,0.41779666900634727
6.42,6.4184375,0.001562519073486257
7.5,7.153511,0.34648895263671875
7.45,7.331792,0.11820812225341815
7.5,6.9872355,0.5127644538879395
7.34,6.9658136,0.3741863632202147
6.63,7.1515155,-0.5215154838562013
6.45,6.6798577,-0.22985773086547834
5.02,6.002202,-0.9822020339965825
6.5,6.6009555,-0.10095548629760742
6.54,6.8917384,-0.35173841476440426
6.68,6.0907507,0.5892493057250974
6.81,6.4551616,0.35483842849731406
5.01,5.1211343,-0.11113428115844748
7.23,6.370923,0.8590769577026371
5.48,5.770356,-0.290356178283691
6.1,5.890301,0.20969877243041957
7.61,7.4527035,0.15729652404785188
5.69,5.8332887,-0.14328866958618125
6.07,6.024351,0.0456488800048831
7.27,7.892345,-0.6223449516296391
5.3,5.277755,0.02224521636962873
7.24,6.8013263,0.43867372512817404
5.13,4.9793334,0.15066659927368153
7.23,7.057253,0.1727471160888676
6.83,6.979191,-0.14919082641601555
5.05,4.8916802,0.1583197593688963
6.16,6.160286,-0.0002859497070311079
6.15,5.975563,0.1744369506835941
7.65,7.8386736,-0.18867359161376918
4.8,5.0919933,-0.29199333190917987
5.44,5.9277277,-0.48772769927978477
7.32,6.7203436,0.5996564102172854
5.2,5.7504234,-0.5504234313964842
5.68,6.590497,-0.9104970169067386
5.61,5.334096,0.2759040451049808
5.77,5.842094,-0.07209394454956097
4.39,4.9638734,-0.573873386383057
5.92,5.359276,0.5607241821289062
5.88,6.7162952,-0.8362952423095704
7.29,7.2037473,0.08625272750854496
5.88,6.6663547,-0.7863546562194825
6.74,6.069704,0.6702959442138674
6.44,6.542289,-0.10228878021240195
8.02,8.083834,-0.06383369445800824
6.87,6.615425,0.25457489013671886
6.17,6.16019,0.009809894561767507
6.36,6.2640576,0.09594236373901399
6.81,6.680087,0.1299129104614254
4.75,5.8702035,-1.1202034950256348
6.18,6.522995,-0.3429949951171878
6.73,6.3105073,0.4194927024841313
7.54,7.5748096,-0.034809551239013636
7.04,6.679879,0.3601208114624024
7.8,7.3416877,0.45831232070922834
5.65,6.022316,-0.3723159790039059
7.74,7.8662357,-0.12623573303222635
5.85,5.6828613,0.16713867187499964
5.64,6.558788,-0.918787822723389
7.01,6.646609,0.36339117050170877
6.69,6.4065175,0.28348249435424844
6.67,6.410908,0.2590917778015136
6.77,6.745473,0.024527091979980042
6.11,5.752281,0.35771881103515657
5.8,6.0791035,-0.279103469848633
6.51,6.5832763,-0.07327627182006857
6.62,6.018071,0.6019288253784181
7.16,7.096406,0.06359401702880874
6.26,6.7302012,-0.47020124435424826
7.79,7.0326333,0.7573666954040528
7.42,7.261316,0.15868417739868157
6.79,6.604951,0.18504909515380863
4.89,5.152144,-0.2621439552307132
5.77,5.7293587,0.04064132690429645
6.44,7.42751,-0.9875097846984859
6.88,6.3829994,0.49700057983398427
4.91,5.0260253,-0.11602529525756822
6.13,6.438697,-0.30869686126708995
6.36,6.195555,0.16444478988647493
7.59,7.5361433,0.05385669708251939
3.55,5.3946595,-1.8446595191955568
6.87,6.486811,0.38318883895874034
7.3,7.288966,0.011033821105956854
6.11,5.9884467,0.12155328750610384
6.88,6.5829315,0.2970684814453124
6.56,6.150646,0.40935379028320273
5.04,5.318463,-0.27846284866333004
7.12,6.9948835,0.12511646270751964
7.2,7.1676617,0.03233833312988299
5.6,5.2117667,0.3882332801818844
7.09,6.7465925,0.3434074783325194
7.75,7.8394923,-0.0894923210144043
8.06,7.8313127,0.2286873435974126
7.44,7.1259193,0.31408065795898477
5.07,4.932961,0.13703901290893583
6.74,6.6783423,0.06165765762329123
5.07,5.675986,-0.6059858131408689
5.24,5.0979156,0.1420843505859377
7.64,7.935865,-0.2958649253845218
5.69,5.7979784,-0.10797840118408164
6.78,6.7770762,0.002923755645752202
6.03,5.9713316,0.05866840362548853
6.65,6.273659,0.3763407707214359
3.61,3.7483065,-0.13830651283264173
8.01,7.567431,0.44256902694702127
5.44,6.100712,-0.6607118225097652
6.43,6.309401,0.12059896469116183
5.96,5.499292,0.4607081031799316
7.6,7.651574,-0.05157413482666051
5.73,5.821491,-0.0914907646179195
7.91,7.962011,-0.05201086044311509
7.8,7.1753335,0.6246665000915526
7.44,7.3199906,0.1200093650817875
6.21,6.956369,-0.7463689231872559
6.36,6.797345,-0.43734516143798796
7.6,7.4669466,0.13305339813232386
5.05,5.340032,-0.2900321006774904
5.65,5.615192,0.03480806350708043
5.18,5.458037,-0.2780368995666507
6.6,6.583319,0.016680812835693004
7.82,7.1230307,0.6969693374633792
5.64,6.0206814,-0.38068138122558626
6.69,6.724221,-0.034221229553222265
6.15,6.2169886,-0.0669885635375973
6.17,6.0520377,0.1179622840881347
6.07,5.5846,0.48540002822876005
6.54,6.1958337,0.344166316986084
6.24,5.9449964,0.2950036430358889
6.2,6.1220374,0.0779625892639162
6.62,6.8888483,-0.26884830474853505
4.55,5.05384,-0.5038401603698732
5.94,5.931926,0.008074226379394922
6.18,6.6688933,-0.48889333724975614
5.38,5.2532654,0.1267346191406249
6.28,6.261382,0.018617897033691655
6.93,6.9737453,-0.04374534606933622
6.71,6.518006,0.19199415206909176
7.13,6.7565126,0.3734873580932616
7.7,7.729515,-0.029515075683593572
5.65,5.5974417,0.05255832672119176
6.06,6.070624,-0.010623874664307031
6.65,6.5510592,0.09894075393676793
6.16,5.846168,0.3138319587707521
4.9,4.5582857,0.3417142868041996
5.21,5.465405,-0.2554049873352051
7.13,7.1286774,0.0013226318359373934
7.17,6.439144,0.7308558654785156
8.24,8.057666,0.1823341751098635
4.34,4.421616,-0.08161607742309585
6.75,6.669587,0.0804128646850586
5.32,5.70281,-0.38280981063842745
7.65,7.101971,0.5480288505554203
5.96,6.0258965,-0.06589654922485355
5.43,6.134775,-0.7047751617431643
5.72,5.910569,-0.19056919097900415
7.46,7.4058013,0.054198703765869105
6.32,6.055744,0.26425582885742216
5.65,5.874342,-0.22434196472167933
6.97,6.8327074,0.13729259490966772
5.13,5.29904,-0.1690398406982423
5.87,6.0392737,-0.16927373886108388
5.2,5.2762,-0.07619981765747053
6.85,7.1572485,-0.3072484970092777
7.07,7.202199,-0.13219898223876925
7.35,7.0344725,0.3155275344848629
5.54,5.504046,0.03595403671264652
7.23,7.141261,0.08873889923095746
5.15,5.6294565,-0.47945652008056605
5.76,5.8520646,-0.0920646095275881
6.03,6.357188,-0.3271882247924802
7.7,7.741727,-0.041726875305175604
6.64,6.2491965,0.39080347061157195
6.15,5.8396487,0.31035127639770543
7.29,7.4960957,-0.20609565734863278
7.15,7.3529553,-0.20295534133911097
5.34,6.540652,-1.2006517982482912
4.18,3.7992036,0.38079636573791475
3.31,4.3132534,-1.0032534027099609
5.16,5.617577,-0.4575770759582518
6.22,6.5920715,-0.37207153320312525
6.84,6.880947,-0.04094711303710952
7.58,7.6128416,-0.03284160614013665
6.79,7.05818,-0.26817985534667965
5.32,5.169863,0.15013677597045927
4.19,4.4567714,-0.2667713737487789
6.05,6.1790476,-0.12904758453369158
7.29,6.962137,0.327862777709961
5.16,5.1607676,-0.0007675552368162641
6.33,6.1463537,0.18364627838134773
6.56,6.7863717,-0.22637170791626016
7.37,7.8890147,-0.5190147209167479
6.65,6.236964,0.4130357742309574
6.66,6.633598,0.026402149200439595
7.49,7.6936135,-0.20361352920532205
4.87,5.157472,-0.2874721336364745
7.27,7.187178,0.08282186508178668
7.48,7.243033,0.23696706771850629
7.19,7.4459968,-0.2559967613220211
5.99,5.5243745,0.4656255149841311
7.89,7.348062,0.5419379615783688
6.96,7.126221,-0.16622117996215824
7.34,7.1710134,0.1689866447448729
6.0,6.5361943,-0.5361943244934082
5.22,5.0472965,0.1727034759521482
6.2,6.1466637,0.0533363342285158
6.96,6.5949345,0.3650655364990234
6.67,7.1405187,-0.4705186653137208
7.34,7.309672,0.030328121185302592
5.17,6.6566863,-1.486686305999756
6.62,6.061184,0.5588160705566407
6.17,6.1880536,-0.0180536079406739
6.81,6.5768733,0.2331266975402828
7.33,7.43673,-0.10672990798950188
5.67,6.7046056,-1.0346055793762208
4.88,5.4322324,-0.5522323799133302
5.85,6.2972713,-0.44727125167846715
5.43,6.107341,-0.6773408126831058
7.29,7.046874,0.24312595367431644
6.43,6.4780216,-0.04802162170410185
7.63,7.8026614,-0.17266141891479503
7.76,8.235913,-0.4759132766723635
6.92,7.0444117,-0.12441165924072273
8.33,8.0985155,0.23148448944091804
6.73,6.4805055,0.24949453353881879
6.45,5.9587708,0.4912292480468752
4.74,5.087906,-0.3479058837890623
6.85,6.2099004,0.6400996208190914
5.62,5.4151917,0.2048083496093751
6.3,6.3098173,-0.009817314147949396
7.43,6.9650717,0.4649283218383786
5.1,6.117528,-1.0175279617309574
7.52,7.186569,0.3334307861328121
7.09,7.3319893,-0.24198928833007827
6.78,6.7771616,0.0028384017944338424
7.44,7.525495,-0.0854950523376461
6.1,6.407965,-0.307965183258057
5.78,6.181904,-0.4019038391113279
6.74,6.0532846,0.6867153549194338
6.58,6.541529,0.038470821380615305
5.0,4.736174,0.2638258934020996
6.47,6.7183533,-0.24835327148437525
6.93,7.1679087,-0.2379086685180667
8.31,7.803159,0.5068407630920415
6.6,6.6848583,-0.08485832214355504
4.36,4.828293,-0.4682928466796872
7.1,6.9166746,0.18332538604736293
6.95,6.921292,0.0287081718444826
5.22,5.50385,-0.2838499832153323
5.6,5.7094207,-0.10942068099975621
7.06,7.712186,-0.6521858596801762
7.24,7.5015216,-0.26152158737182596
5.35,5.609674,-0.2596739768981937
5.71,5.487426,0.22257419586181637
7.22,7.1120844,0.1079156112670896
6.63,6.700113,-0.07011281967163097
6.27,5.975246,0.2947540473937984
